================================================================================
                                     S L S                                      
                                  version: 3.3                                  
                      S I M U L A T I O N   R E S U L T S                       
================================================================================
 time         | c   r   s   r   s   r   r   r   r   r   r   r   r   r   r   r 
 in 1e-09 sec | l   s   t   e   c   a   a   a   a   a   a   a   a   a   a   a 
              | k   t   a   a   o   m   m   m   m   m   m   m   m   m   m   m 
              |         r   d   r   _   _   _   _   _   _   _   _   _   _   _ 
              |         t   y   e   a   a   a   a   a   a   a   a   w   d   d 
              |         _   _   _   d   d   d   d   d   d   d   d   e   a   a 
              |         i   o   o   d   d   d   d   d   d   d   d       t   t 
              |         n   u   u   r   r   r   r   r   r   r   r       a   a 
              |             t   t   _   _   _   _   _   _   _   _       _   _ 
              |                     o   o   o   o   o   o   o   o       i   o 
              |                     u   u   u   u   u   u   u   u       n   u 
              |                     t   t   t   t   t   t   t   t           t 
              |                     _   _   _   _   _   _   _   _             
      62813.4 | 1   0   0   0   0   0   1   1   0   0   1   0   0   1   0   0
      62814.0 | 1   0   0   0   0   0   1   1   0   0   1   0   0   0   0   0
      62894.0 | 0   0   0   0   0   0   1   1   0   0   1   0   0   0   0   0
      62976.0 | 1   0   0   0   0   0   1   1   0   0   1   0   0   0   0   0
      62980.3 | 1   0   0   0   0   0   1   0   0   0   1   0   0   0   0   0
      62981.0 | 1   0   0   0   0   0   1   0   1   1   1   0   0   0   0   0
      63058.0 | 0   0   0   0   0   0   1   0   1   1   1   0   0   0   0   0
      63140.0 | 1   0   0   0   0   0   1   0   1   1   1   0   0   0   0   0
      63142.9 | 1   0   0   0   0   0   1   0   1   1   1   0   0   1   0   0
      63143.9 | 1   0   0   0   0   0   1   0   0   1   1   0   0   1   0   0
      63144.0 | 1   0   0   0   0   0   1   1   0   0   1   0   0   1   0   0
      63222.0 | 0   0   0   0   0   0   1   1   0   0   1   0   0   1   0   0
      63304.0 | 1   0   0   0   0   0   1   1   0   0   1   0   0   1   0   0
      63305.4 | 1   0   0   0   0   0   1   1   0   0   0   0   0   1   0   0
      63305.9 | 1   0   0   0   0   0   1   1   0   0   0   0   1   1   0   0
      63306.0 | 1   0   0   0   0   0   1   1   0   0   0   0   1   0   0   0
      63306.2 | 1   0   0   0   0   0   1   1   0   0   0   1   1   0   0   0
      63386.0 | 0   0   0   0   0   0   1   1   0   0   0   1   1   0   0   0
      63468.0 | 1   0   0   0   0   0   1   1   0   0   0   1   1   0   0   0
      63472.3 | 1   0   0   0   0   0   1   0   0   0   0   1   1   0   0   0
      63473.0 | 1   0   0   0   0   0   1   0   1   1   0   1   1   0   0   0
      63550.0 | 0   0   0   0   0   0   1   0   1   1   0   1   1   0   0   0
      63632.0 | 1   0   0   0   0   0   1   0   1   1   0   1   1   0   0   0
      63634.9 | 1   0   0   0   0   0   1   0   1   1   0   1   1   1   0   0
      63635.9 | 1   0   0   0   0   0   1   0   0   1   0   1   1   1   0   0
      63636.0 | 1   0   0   0   0   0   1   1   0   0   0   1   1   1   0   0
      63714.0 | 0   0   0   0   0   0   1   1   0   0   0   1   1   1   0   0
      63796.0 | 1   0   0   0   0   0   1   1   0   0   0   1   1   1   0   0
      63797.4 | 1   0   0   0   0   0   1   1   0   0   0   1   0   1   0   0
      63798.0 | 1   0   0   0   0   0   1   1   0   0   0   1   0   0   0   0
      63878.0 | 0   0   0   0   0   0   1   1   0   0   0   1   0   0   0   0
      63960.0 | 1   0   0   0   0   0   1   1   0   0   0   1   0   0   0   0
      63964.3 | 1   0   0   0   0   0   1   0   0   0   0   1   0   0   0   0
      63965.0 | 1   0   0   0   0   0   1   0   1   1   0   1   0   0   0   0
      64042.0 | 0   0   0   0   0   0   1   0   1   1   0   1   0   0   0   0
      64124.0 | 1   0   0   0   0   0   1   0   1   1   0   1   0   0   0   0
      64126.9 | 1   0   0   0   0   0   1   0   1   1   0   1   0   1   0   0
      64127.9 | 1   0   0   0   0   0   1   0   0   1   0   1   0   1   0   0
      64128.0 | 1   0   0   0   0   0   1   1   0   0   0   1   0   1   0   0
      64206.0 | 0   0   0   0   0   0   1   1   0   0   0   1   0   1   0   0
      64288.0 | 1   0   0   0   0   0   1   1   0   0   0   1   0   1   0   0
      64289.6 | 1   0   0   0   0   0   1   1   0   0   0   0   0   1   0   0
      64289.9 | 1   0   0   0   0   0   1   1   0   0   0   0   1   1   0   0
      64290.0 | 1   0   0   0   0   0   1   1   0   0   0   0   1   0   0   0
      64370.0 | 0   0   0   0   0   0   1   1   0   0   0   0   1   0   0   0
      64452.0 | 1   0   0   0   0   0   1   1   0   0   0   0   1   0   0   0
      64456.3 | 1   0   0   0   0   0   1   0   0   0   0   0   1   0   0   0
      64457.0 | 1   0   0   0   0   0   1   0   1   1   0   0   1   0   0   0
      64534.0 | 0   0   0   0   0   0   1   0   1   1   0   0   1   0   0   0
      64616.0 | 1   0   0   0   0   0   1   0   1   1   0   0   1   0   0   0
      64618.9 | 1   0   0   0   0   0   1   0   1   1   0   0   1   1   0   0
      64619.9 | 1   0   0   0   0   0   1   0   0   1   0   0   1   1   0   0
      64620.0 | 1   0   0   0   0   0   1   1   0   0   0   0   1   1   0   0
      64698.0 | 0   0   0   0   0   0   1   1   0   0   0   0   1   1   0   0
      64780.0 | 1   0   0   0   0   0   1   1   0   0   0   0   1   1   0   0
      64781.4 | 1   0   0   0   0   0   1   1   0   0   0   0   0   1   0   0
      64782.0 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   0
      64862.0 | 0   0   0   0   0   0   1   1   0   0   0   0   0   0   0   0
      64944.0 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   0
      64948.3 | 1   0   0   0   0   0   1   0   0   0   0   0   0   0   0   0
      64949.0 | 1   0   0   0   0   0   1   0   1   1   0   0   0   0   0   0
      65026.0 | 0   0   0   0   0   0   1   0   1   1   0   0   0   0   0   0
      65108.0 | 1   0   0   0   0   0   1   0   1   1   0   0   0   0   0   0
      65110.9 | 1   0   0   0   0   0   1   0   1   1   0   0   0   1   0   0
      65111.9 | 1   0   0   0   0   0   1   0   0   1   0   0   0   1   0   0
      65112.0 | 1   0   0   0   0   0   1   1   0   0   0   0   0   1   0   0
      65190.0 | 0   0   0   0   0   0   1   1   0   0   0   0   0   1   0   0
      65272.0 | 1   0   0   0   0   0   1   1   0   0   0   0   0   1   0   0
      65273.6 | 1   0   0   0   0   0   1   0   0   0   0   0   0   1   0   0
      65273.8 | 1   0   0   0   0   0   1   0   0   0   1   0   0   1   0   0
      65273.9 | 1   0   0   0   0   0   1   0   0   0   1   0   1   1   0   0
      65274.0 | 1   0   0   0   0   0   1   0   1   0   1   0   1   0   0   0
      65274.2 | 1   0   0   0   0   0   1   0   1   0   1   1   1   0   0   0
      65274.7 | 1   0   0   0   0   0   1   0   1   1   1   1   1   0   0   0
      65354.0 | 0   0   0   0   0   0   1   0   1   1   1   1   1   0   0   0
      65436.0 | 1   0   0   0   0   0   1   0   1   1   1   1   1   0   0   0
      65440.3 | 1   0   0   0   0   0   1   0   1   0   1   1   1   0   0   0
      65518.0 | 0   0   0   0   0   0   1   0   1   0   1   1   1   0   0   0
      65600.0 | 1   0   0   0   0   0   1   0   1   0   1   1   1   0   0   0
      65602.9 | 1   0   0   0   0   0   1   0   1   0   1   1   1   1   0   0
      65604.0 | 1   0   0   0   0   0   1   0   1   1   1   1   1   1   0   0
      65682.0 | 0   0   0   0   0   0   1   0   1   1   1   1   1   1   0   0
      65764.0 | 1   0   0   0   0   0   1   0   1   1   1   1   1   1   0   0
      65765.4 | 1   0   0   0   0   0   1   0   1   1   1   1   0   1   0   0
      65766.0 | 1   0   0   0   0   0   1   0   1   1   1   1   0   0   0   0
      65846.0 | 0   0   0   0   0   0   1   0   1   1   1   1   0   0   0   0
      65928.0 | 1   0   0   0   0   0   1   0   1   1   1   1   0   0   0   0
      65932.3 | 1   0   0   0   0   0   1   0   1   0   1   1   0   0   0   0
      66010.0 | 0   0   0   0   0   0   1   0   1   0   1   1   0   0   0   0
      66092.0 | 1   0   0   0   0   0   1   0   1   0   1   1   0   0   0   0
      66094.9 | 1   0   0   0   0   0   1   0   1   0   1   1   0   1   0   0
      66096.0 | 1   0   0   0   0   0   1   0   1   1   1   1   0   1   0   0
      66174.0 | 0   0   0   0   0   0   1   0   1   1   1   1   0   1   0   0
      66256.0 | 1   0   0   0   0   0   1   0   1   1   1   1   0   1   0   0
      66257.6 | 1   0   0   0   0   0   1   0   1   1   1   0   0   1   0   0
      66257.9 | 1   0   0   0   0   0   1   0   1   1   1   0   1   1   0   0
      66258.0 | 1   0   0   0   0   0   1   0   1   1   1   0   1   0   0   0
      66338.0 | 0   0   0   0   0   0   1   0   1   1   1   0   1   0   0   0
      66420.0 | 1   0   0   0   0   0   1   0   1   1   1   0   1   0   0   0
      66424.3 | 1   0   0   0   0   0   1   0   1   0   1   0   1   0   0   0
      66502.0 | 0   0   0   0   0   0   1   0   1   0   1   0   1   0   0   0
      66584.0 | 1   0   0   0   0   0   1   0   1   0   1   0   1   0   0   0
      66586.9 | 1   0   0   0   0   0   1   0   1   0   1   0   1   1   0   0
      66588.0 | 1   0   0   0   0   0   1   0   1   1   1   0   1   1   0   0
      66666.0 | 0   0   0   0   0   0   1   0   1   1   1   0   1   1   0   0
      66748.0 | 1   0   0   0   0   0   1   0   1   1   1   0   1   1   0   0
      66749.4 | 1   0   0   0   0   0   1   0   1   1   1   0   0   1   0   0
      66750.0 | 1   0   0   0   0   0   1   0   1   1   1   0   0   0   0   0
      66830.0 | 0   0   0   0   0   0   1   0   1   1   1   0   0   0   0   0
      66912.0 | 1   0   0   0   0   0   1   0   1   1   1   0   0   0   0   0
      66916.3 | 1   0   0   0   0   0   1   0   1   0   1   0   0   0   0   0
      66994.0 | 0   0   0   0   0   0   1   0   1   0   1   0   0   0   0   0
      67076.0 | 1   0   0   0   0   0   1   0   1   0   1   0   0   0   0   0
      67078.9 | 1   0   0   0   0   0   1   0   1   0   1   0   0   1   0   0
      67080.0 | 1   0   0   0   0   0   1   0   1   1   1   0   0   1   0   0
      67158.0 | 0   0   0   0   0   0   1   0   1   1   1   0   0   1   0   0
      67240.0 | 1   0   0   0   0   0   1   0   1   1   1   0   0   1   0   0
      67241.4 | 1   0   0   0   0   0   1   0   1   1   0   0   0   1   0   0
      67241.9 | 1   0   0   0   0   0   1   0   1   1   0   0   1   1   0   0
      67242.0 | 1   0   0   0   0   0   1   0   1   1   0   0   1   0   0   0
      67242.2 | 1   0   0   0   0   0   1   0   1   1   0   1   1   0   0   0
      67322.0 | 0   0   0   0   0   0   1   0   1   1   0   1   1   0   0   0
      67404.0 | 1   0   0   0   0   0   1   0   1   1   0   1   1   0   0   0
      67408.3 | 1   0   0   0   0   0   1   0   1   0   0   1   1   0   0   0
      67486.0 | 0   0   0   0   0   0   1   0   1   0   0   1   1   0   0   0
      67568.0 | 1   0   0   0   0   0   1   0   1   0   0   1   1   0   0   0
      67570.9 | 1   0   0   0   0   0   1   0   1   0   0   1   1   1   0   0
      67572.0 | 1   0   0   0   0   0   1   0   1   1   0   1   1   1   0   0
      67650.0 | 0   0   0   0   0   0   1   0   1   1   0   1   1   1   0   0
      67732.0 | 1   0   0   0   0   0   1   0   1   1   0   1   1   1   0   0
      67733.4 | 1   0   0   0   0   0   1   0   1   1   0   1   0   1   0   0
      67734.0 | 1   0   0   0   0   0   1   0   1   1   0   1   0   0   0   0
      67814.0 | 0   0   0   0   0   0   1   0   1   1   0   1   0   0   0   0
      67896.0 | 1   0   0   0   0   0   1   0   1   1   0   1   0   0   0   0
      67900.3 | 1   0   0   0   0   0   1   0   1   0   0   1   0   0   0   0
      67978.0 | 0   0   0   0   0   0   1   0   1   0   0   1   0   0   0   0
      68060.0 | 1   0   0   0   0   0   1   0   1   0   0   1   0   0   0   0
      68062.9 | 1   0   0   0   0   0   1   0   1   0   0   1   0   1   0   0
      68064.0 | 1   0   0   0   0   0   1   0   1   1   0   1   0   1   0   0
      68142.0 | 0   0   0   0   0   0   1   0   1   1   0   1   0   1   0   0
      68224.0 | 1   0   0   0   0   0   1   0   1   1   0   1   0   1   0   0
      68225.6 | 1   0   0   0   0   0   1   0   1   1   0   0   0   1   0   0
      68225.9 | 1   0   0   0   0   0   1   0   1   1   0   0   1   1   0   0
      68226.0 | 1   0   0   0   0   0   1   0   1   1   0   0   1   0   0   0
      68306.0 | 0   0   0   0   0   0   1   0   1   1   0   0   1   0   0   0
      68388.0 | 1   0   0   0   0   0   1   0   1   1   0   0   1   0   0   0
      68392.3 | 1   0   0   0   0   0   1   0   1   0   0   0   1   0   0   0
      68470.0 | 0   0   0   0   0   0   1   0   1   0   0   0   1   0   0   0
      68552.0 | 1   0   0   0   0   0   1   0   1   0   0   0   1   0   0   0
      68554.9 | 1   0   0   0   0   0   1   0   1   0   0   0   1   1   0   0
      68556.0 | 1   0   0   0   0   0   1   0   1   1   0   0   1   1   0   0
      68634.0 | 0   0   0   0   0   0   1   0   1   1   0   0   1   1   0   0
      68716.0 | 1   0   0   0   0   0   1   0   1   1   0   0   1   1   0   0
      68717.4 | 1   0   0   0   0   0   1   0   1   1   0   0   0   1   0   0
      68718.0 | 1   0   0   0   0   0   1   0   1   1   0   0   0   0   0   0
      68798.0 | 0   0   0   0   0   0   1   0   1   1   0   0   0   0   0   0
      68880.0 | 1   0   0   0   0   0   1   0   1   1   0   0   0   0   0   0
      68884.3 | 1   0   0   0   0   0   1   0   1   0   0   0   0   0   0   0
      68962.0 | 0   0   0   0   0   0   1   0   1   0   0   0   0   0   0   0
      69044.0 | 1   0   0   0   0   0   1   0   1   0   0   0   0   0   0   0
      69046.9 | 1   0   0   0   0   0   1   0   1   0   0   0   0   1   0   0
      69048.0 | 1   0   0   0   0   0   1   0   1   1   0   0   0   1   0   0
      69126.0 | 0   0   0   0   0   0   1   0   1   1   0   0   0   1   0   0
      69208.0 | 1   0   0   0   0   0   1   0   1   1   0   0   0   1   0   0
      69209.8 | 1   0   0   0   0   0   1   0   1   0   1   0   0   1   0   0
      69209.9 | 1   0   0   0   0   0   1   0   1   0   1   0   1   1   0   0
      69210.0 | 1   0   0   0   0   0   1   0   1   0   1   0   1   0   0   0
      69210.2 | 1   0   0   0   0   0   1   0   1   0   1   1   1   0   0   0
      69290.0 | 0   0   0   0   0   0   1   0   1   0   1   1   1   0   0   0
      69372.0 | 1   0   0   0   0   0   1   0   1   0   1   1   1   0   0   0
      69376.3 | 1   0   0   0   0   0   1   0   0   0   1   1   1   0   0   0
      69377.0 | 1   0   0   0   0   0   1   0   0   1   1   1   1   0   0   0
      69454.0 | 0   0   0   0   0   0   1   0   0   1   1   1   1   0   0   0
      69536.0 | 1   0   0   0   0   0   1   0   0   1   1   1   1   0   0   0
      69538.9 | 1   0   0   0   0   0   1   0   0   1   1   1   1   1   0   0
      69540.0 | 1   0   0   0   0   0   1   0   1   0   1   1   1   1   0   0
      69618.0 | 0   0   0   0   0   0   1   0   1   0   1   1   1   1   0   0
      69700.0 | 1   0   0   0   0   0   1   0   1   0   1   1   1   1   0   0
      69701.4 | 1   0   0   0   0   0   1   0   1   0   1   1   0   1   0   0
      69702.0 | 1   0   0   0   0   0   1   0   1   0   1   1   0   0   0   0
      69782.0 | 0   0   0   0   0   0   1   0   1   0   1   1   0   0   0   0
      69864.0 | 1   0   0   0   0   0   1   0   1   0   1   1   0   0   0   0
      69868.3 | 1   0   0   0   0   0   1   0   0   0   1   1   0   0   0   0
      69869.0 | 1   0   0   0   0   0   1   0   0   1   1   1   0   0   0   0
      69946.0 | 0   0   0   0   0   0   1   0   0   1   1   1   0   0   0   0
      70028.0 | 1   0   0   0   0   0   1   0   0   1   1   1   0   0   0   0
      70030.9 | 1   0   0   0   0   0   1   0   0   1   1   1   0   1   0   0
      70032.0 | 1   0   0   0   0   0   1   0   1   0   1   1   0   1   0   0
      70110.0 | 0   0   0   0   0   0   1   0   1   0   1   1   0   1   0   0
      70192.0 | 1   0   0   0   0   0   1   0   1   0   1   1   0   1   0   0
      70193.6 | 1   0   0   0   0   0   1   0   1   0   1   0   0   1   0   0
      70193.9 | 1   0   0   0   0   0   1   0   1   0   1   0   1   1   0   0
      70194.0 | 1   0   0   0   0   0   1   0   1   0   1   0   1   0   0   0
      70274.0 | 0   0   0   0   0   0   1   0   1   0   1   0   1   0   0   0
      70356.0 | 1   0   0   0   0   0   1   0   1   0   1   0   1   0   0   0
      70360.3 | 1   0   0   0   0   0   1   0   0   0   1   0   1   0   0   0
      70361.0 | 1   0   0   0   0   0   1   0   0   1   1   0   1   0   0   0
      70438.0 | 0   0   0   0   0   0   1   0   0   1   1   0   1   0   0   0
      70520.0 | 1   0   0   0   0   0   1   0   0   1   1   0   1   0   0   0
      70522.9 | 1   0   0   0   0   0   1   0   0   1   1   0   1   1   0   0
      70524.0 | 1   0   0   0   0   0   1   0   1   0   1   0   1   1   0   0
      70602.0 | 0   0   0   0   0   0   1   0   1   0   1   0   1   1   0   0
      70684.0 | 1   0   0   0   0   0   1   0   1   0   1   0   1   1   0   0
      70685.4 | 1   0   0   0   0   0   1   0   1   0   1   0   0   1   0   0
      70686.0 | 1   0   0   0   0   0   1   0   1   0   1   0   0   0   0   0
      70766.0 | 0   0   0   0   0   0   1   0   1   0   1   0   0   0   0   0
      70848.0 | 1   0   0   0   0   0   1   0   1   0   1   0   0   0   0   0
      70852.3 | 1   0   0   0   0   0   1   0   0   0   1   0   0   0   0   0
      70853.0 | 1   0   0   0   0   0   1   0   0   1   1   0   0   0   0   0
      70930.0 | 0   0   0   0   0   0   1   0   0   1   1   0   0   0   0   0
      71012.0 | 1   0   0   0   0   0   1   0   0   1   1   0   0   0   0   0
      71014.9 | 1   0   0   0   0   0   1   0   0   1   1   0   0   1   0   0
      71016.0 | 1   0   0   0   0   0   1   0   1   0   1   0   0   1   0   0
      71094.0 | 0   0   0   0   0   0   1   0   1   0   1   0   0   1   0   0
      71176.0 | 1   0   0   0   0   0   1   0   1   0   1   0   0   1   0   0
      71177.4 | 1   0   0   0   0   0   1   0   1   0   0   0   0   1   0   0
      71177.9 | 1   0   0   0   0   0   1   0   1   0   0   0   1   1   0   0
      71178.0 | 1   0   0   0   0   0   1   0   1   0   0   0   1   0   0   0
      71178.2 | 1   0   0   0   0   0   1   0   1   0   0   1   1   0   0   0
      71258.0 | 0   0   0   0   0   0   1   0   1   0   0   1   1   0   0   0
      71340.0 | 1   0   0   0   0   0   1   0   1   0   0   1   1   0   0   0
      71344.3 | 1   0   0   0   0   0   1   0   0   0   0   1   1   0   0   0
      71345.0 | 1   0   0   0   0   0   1   0   0   1   0   1   1   0   0   0
      71422.0 | 0   0   0   0   0   0   1   0   0   1   0   1   1   0   0   0
      71504.0 | 1   0   0   0   0   0   1   0   0   1   0   1   1   0   0   0
      71506.9 | 1   0   0   0   0   0   1   0   0   1   0   1   1   1   0   0
      71508.0 | 1   0   0   0   0   0   1   0   1   0   0   1   1   1   0   0
      71586.0 | 0   0   0   0   0   0   1   0   1   0   0   1   1   1   0   0
      71668.0 | 1   0   0   0   0   0   1   0   1   0   0   1   1   1   0   0
      71669.4 | 1   0   0   0   0   0   1   0   1   0   0   1   0   1   0   0
      71670.0 | 1   0   0   0   0   0   1   0   1   0   0   1   0   0   0   0
      71750.0 | 0   0   0   0   0   0   1   0   1   0   0   1   0   0   0   0
      71832.0 | 1   0   0   0   0   0   1   0   1   0   0   1   0   0   0   0
      71836.3 | 1   0   0   0   0   0   1   0   0   0   0   1   0   0   0   0
      71837.0 | 1   0   0   0   0   0   1   0   0   1   0   1   0   0   0   0
      71914.0 | 0   0   0   0   0   0   1   0   0   1   0   1   0   0   0   0
      71996.0 | 1   0   0   0   0   0   1   0   0   1   0   1   0   0   0   0
      71998.9 | 1   0   0   0   0   0   1   0   0   1   0   1   0   1   0   0
      72000.0 | 1   0   0   0   0   0   1   0   1   0   0   1   0   1   0   0
      72078.0 | 0   0   0   0   0   0   1   0   1   0   0   1   0   1   0   0
      72160.0 | 1   0   0   0   0   0   1   0   1   0   0   1   0   1   0   0
      72161.6 | 1   0   0   0   0   0   1   0   1   0   0   0   0   1   0   0
      72161.9 | 1   0   0   0   0   0   1   0   1   0   0   0   1   1   0   0
      72162.0 | 1   0   0   0   0   0   1   0   1   0   0   0   1   0   0   0
      72242.0 | 0   0   0   0   0   0   1   0   1   0   0   0   1   0   0   0
      72324.0 | 1   0   0   0   0   0   1   0   1   0   0   0   1   0   0   0
      72328.3 | 1   0   0   0   0   0   1   0   0   0   0   0   1   0   0   0
      72329.0 | 1   0   0   0   0   0   1   0   0   1   0   0   1   0   0   0
      72406.0 | 0   0   0   0   0   0   1   0   0   1   0   0   1   0   0   0
      72488.0 | 1   0   0   0   0   0   1   0   0   1   0   0   1   0   0   0
      72490.9 | 1   0   0   0   0   0   1   0   0   1   0   0   1   1   0   0
      72492.0 | 1   0   0   0   0   0   1   0   1   0   0   0   1   1   0   0
      72570.0 | 0   0   0   0   0   0   1   0   1   0   0   0   1   1   0   0
      72652.0 | 1   0   0   0   0   0   1   0   1   0   0   0   1   1   0   0
      72653.4 | 1   0   0   0   0   0   1   0   1   0   0   0   0   1   0   0
      72654.0 | 1   0   0   0   0   0   1   0   1   0   0   0   0   0   0   0
      72734.0 | 0   0   0   0   0   0   1   0   1   0   0   0   0   0   0   0
      72816.0 | 1   0   0   0   0   0   1   0   1   0   0   0   0   0   0   0
      72820.3 | 1   0   0   0   0   0   1   0   0   0   0   0   0   0   0   0
      72821.0 | 1   0   0   0   0   0   1   0   0   1   0   0   0   0   0   0
      72898.0 | 0   0   0   0   0   0   1   0   0   1   0   0   0   0   0   0
      72980.0 | 1   0   0   0   0   0   1   0   0   1   0   0   0   0   0   0
      72982.9 | 1   0   0   0   0   0   1   0   0   1   0   0   0   1   0   0
      72984.0 | 1   0   0   0   0   0   1   0   1   0   0   0   0   1   0   0
      73062.0 | 0   0   0   0   0   0   1   0   1   0   0   0   0   1   0   0
      73144.0 | 1   0   0   0   0   0   1   0   1   0   0   0   0   1   0   0
      73145.5 | 1   0   0   0   0   0   1   0   0   0   0   0   0   1   0   0
      73145.8 | 1   0   0   0   0   0   1   0   0   0   1   0   0   1   0   0
      73145.9 | 1   0   0   0   0   0   1   0   0   0   1   0   1   1   0   0
      73146.0 | 1   0   0   0   0   0   1   0   0   0   1   0   1   0   0   0
      73146.2 | 1   0   0   0   0   0   1   0   0   0   1   1   1   0   0   0
      73146.7 | 1   0   0   0   0   0   1   0   0   1   1   1   1   0   0   0
      73226.0 | 0   0   0   0   0   0   1   0   0   1   1   1   1   0   0   0
      73308.0 | 1   0   0   0   0   0   1   0   0   1   1   1   1   0   0   0
      73312.3 | 1   0   0   0   0   0   1   0   0   0   1   1   1   0   0   0
      73390.0 | 0   0   0   0   0   0   1   0   0   0   1   1   1   0   0   0
      73472.0 | 1   0   0   0   0   0   1   0   0   0   1   1   1   0   0   0
      73474.9 | 1   0   0   0   0   0   1   0   0   0   1   1   1   1   0   0
      73476.0 | 1   0   0   0   0   0   1   0   0   1   1   1   1   1   0   0
      73554.0 | 0   0   0   0   0   0   1   0   0   1   1   1   1   1   0   0
      73636.0 | 1   0   0   0   0   0   1   0   0   1   1   1   1   1   0   0
      73637.4 | 1   0   0   0   0   0   1   0   0   1   1   1   0   1   0   0
      73638.0 | 1   0   0   0   0   0   1   0   0   1   1   1   0   0   0   0
      73718.0 | 0   0   0   0   0   0   1   0   0   1   1   1   0   0   0   0
      73800.0 | 1   0   0   0   0   0   1   0   0   1   1   1   0   0   0   0
      73804.3 | 1   0   0   0   0   0   1   0   0   0   1   1   0   0   0   0
      73882.0 | 0   0   0   0   0   0   1   0   0   0   1   1   0   0   0   0
      73964.0 | 1   0   0   0   0   0   1   0   0   0   1   1   0   0   0   0
      73966.9 | 1   0   0   0   0   0   1   0   0   0   1   1   0   1   0   0
      73968.0 | 1   0   0   0   0   0   1   0   0   1   1   1   0   1   0   0
      74046.0 | 0   0   0   0   0   0   1   0   0   1   1   1   0   1   0   0
      74128.0 | 1   0   0   0   0   0   1   0   0   1   1   1   0   1   0   0
      74129.6 | 1   0   0   0   0   0   1   0   0   1   1   0   0   1   0   0
      74129.9 | 1   0   0   0   0   0   1   0   0   1   1   0   1   1   0   0
      74130.0 | 1   0   0   0   0   0   1   0   0   1   1   0   1   0   0   0
      74210.0 | 0   0   0   0   0   0   1   0   0   1   1   0   1   0   0   0
      74292.0 | 1   0   0   0   0   0   1   0   0   1   1   0   1   0   0   0
      74296.3 | 1   0   0   0   0   0   1   0   0   0   1   0   1   0   0   0
      74374.0 | 0   0   0   0   0   0   1   0   0   0   1   0   1   0   0   0
      74456.0 | 1   0   0   0   0   0   1   0   0   0   1   0   1   0   0   0
      74458.9 | 1   0   0   0   0   0   1   0   0   0   1   0   1   1   0   0
      74460.0 | 1   0   0   0   0   0   1   0   0   1   1   0   1   1   0   0
      74538.0 | 0   0   0   0   0   0   1   0   0   1   1   0   1   1   0   0
      74620.0 | 1   0   0   0   0   0   1   0   0   1   1   0   1   1   0   0
      74621.4 | 1   0   0   0   0   0   1   0   0   1   1   0   0   1   0   0
      74622.0 | 1   0   0   0   0   0   1   0   0   1   1   0   0   0   0   0
      74702.0 | 0   0   0   0   0   0   1   0   0   1   1   0   0   0   0   0
      74784.0 | 1   0   0   0   0   0   1   0   0   1   1   0   0   0   0   0
      74788.3 | 1   0   0   0   0   0   1   0   0   0   1   0   0   0   0   0
      74866.0 | 0   0   0   0   0   0   1   0   0   0   1   0   0   0   0   0
      74948.0 | 1   0   0   0   0   0   1   0   0   0   1   0   0   0   0   0
      74950.9 | 1   0   0   0   0   0   1   0   0   0   1   0   0   1   0   0
      74952.0 | 1   0   0   0   0   0   1   0   0   1   1   0   0   1   0   0
      75030.0 | 0   0   0   0   0   0   1   0   0   1   1   0   0   1   0   0
      75112.0 | 1   0   0   0   0   0   1   0   0   1   1   0   0   1   0   0
      75113.4 | 1   0   0   0   0   0   1   0   0   1   0   0   0   1   0   0
      75113.9 | 1   0   0   0   0   0   1   0   0   1   0   0   1   1   0   0
      75114.0 | 1   0   0   0   0   0   1   0   0   1   0   0   1   0   0   0
      75114.2 | 1   0   0   0   0   0   1   0   0   1   0   1   1   0   0   0
      75194.0 | 0   0   0   0   0   0   1   0   0   1   0   1   1   0   0   0
      75276.0 | 1   0   0   0   0   0   1   0   0   1   0   1   1   0   0   0
      75280.3 | 1   0   0   0   0   0   1   0   0   0   0   1   1   0   0   0
      75358.0 | 0   0   0   0   0   0   1   0   0   0   0   1   1   0   0   0
      75440.0 | 1   0   0   0   0   0   1   0   0   0   0   1   1   0   0   0
      75442.9 | 1   0   0   0   0   0   1   0   0   0   0   1   1   1   0   0
      75444.0 | 1   0   0   0   0   0   1   0   0   1   0   1   1   1   0   0
      75522.0 | 0   0   0   0   0   0   1   0   0   1   0   1   1   1   0   0
      75604.0 | 1   0   0   0   0   0   1   0   0   1   0   1   1   1   0   0
      75605.4 | 1   0   0   0   0   0   1   0   0   1   0   1   0   1   0   0
      75606.0 | 1   0   0   0   0   0   1   0   0   1   0   1   0   0   0   0
      75686.0 | 0   0   0   0   0   0   1   0   0   1   0   1   0   0   0   0
      75768.0 | 1   0   0   0   0   0   1   0   0   1   0   1   0   0   0   0
      75772.3 | 1   0   0   0   0   0   1   0   0   0   0   1   0   0   0   0
      75850.0 | 0   0   0   0   0   0   1   0   0   0   0   1   0   0   0   0
      75932.0 | 1   0   0   0   0   0   1   0   0   0   0   1   0   0   0   0
      75934.9 | 1   0   0   0   0   0   1   0   0   0   0   1   0   1   0   0
      75936.0 | 1   0   0   0   0   0   1   0   0   1   0   1   0   1   0   0
      76014.0 | 0   0   0   0   0   0   1   0   0   1   0   1   0   1   0   0
